Temperature;Humidity;Windspeed;UV;Season;Weather
42.0;20;4.5;8;Winter;Sunny
36.0;33;8.5;6;Summer;Sunny
26.0;72;8.5;4;Spring;Cloudy
0.0;97;14.0;1;Winter;Snowy
18.0;64;12.0;3;Summer;Cloudy
31.0;78;3.5;2;Winter;Cloudy
36.0;87;35.5;7;Autumn;Rainy
-7.0;72;13.0;1;Winter;Snowy
-5.0;77;0.5;0;Winter;Snowy
36.0;89;16.5;7;Spring;Sunny
2.0;96;14.0;1;Winter;Snowy
-14.0;83;15.0;11;Winter;Snowy
27.0;27;5.0;9;Autumn;Sunny
41.0;65;0.5;10;Winter;Sunny
40.0;96;11.5;10;Spring;Cloudy
4.0;78;13.5;0;Winter;Snowy
26.0;95;23.5;8;Winter;Cloudy
33.0;56;9.0;4;Spring;Cloudy
13.0;61;8.0;2;Autumn;Rainy
39.0;84;32.5;3;Winter;Rainy
0.0;72;11.5;6;Summer;Sunny
-8.0;99;16.0;0;Winter;Snowy
29.0;77;8.0;2;Summer;Cloudy
41.0;36;6.5;11;Spring;Sunny
-4.0;101;34.0;3;Winter;Snowy
3.0;89;1.5;1;Winter;Snowy
32.0;62;9.0;1;Summer;Rainy
23.0;43;4.0;5;Autumn;Sunny
24.0;64;13.5;2;Spring;Cloudy
24.0;64;14.5;2;Spring;Rainy
13.0;75;2.5;2;Winter;Cloudy
-6.0;92;8.5;1;Winter;Snowy
25.0;57;3.5;10;Summer;Sunny
-4.0;74;17.0;1;Winter;Snowy
-1.0;88;3.0;1;Winter;Snowy
21.0;67;9.0;1;Winter;Rainy
-3.0;64;2.0;1;Winter;Snowy
28.0;98;16.5;3;Spring;Rainy
17.0;86;27.5;14;Spring;Rainy
-12.0;85;14.0;14;Winter;Snowy
44.0;38;8.0;8;Spring;Sunny
33.0;75;17.5;3;Autumn;Rainy
15.0;69;13.0;2;Spring;Cloudy
30.0;95;16.5;0;Summer;Rainy
34.0;68;2.0;1;Winter;Cloudy
37.0;34;6.5;5;Spring;Sunny
16.0;66;9.0;1;Summer;Rainy
31.0;76;14.5;10;Spring;Snowy
21.0;67;8.0;9;Autumn;Sunny
26.0;99;18.0;2;Winter;Rainy
-1.0;95;12.5;0;Winter;Snowy
10.0;53;3.0;4;Autumn;Cloudy
22.0;73;17.5;3;Autumn;Rainy
-10.0;87;15.0;0;Winter;Snowy
13.0;71;9.0;1;Summer;Cloudy
-9.0;46;6.5;7;Autumn;Cloudy
26.0;70;17.5;0;Autumn;Rainy
53.0;98;35.0;9;Summer;Rainy
22.0;72;5.5;3;Spring;Rainy
-5.0;69;17.0;1;Winter;Snowy
39.0;48;6.0;0;Autumn;Cloudy
-2.0;70;17.0;1;Winter;Snowy
27.0;72;15.5;1;Summer;Rainy
35.0;57;6.5;5;Autumn;Sunny
26.0;63;0.5;1;Winter;Cloudy
9.0;98;12.0;13;Spring;Rainy
41.0;54;9.0;11;Autumn;Sunny
29.0;88;8.0;3;Spring;Rainy
23.0;91;16.0;0;Winter;Rainy
107.0;78;8.5;4;Winter;Sunny
31.0;29;7.0;5;Spring;Sunny
4.0;73;0.0;1;Winter;Snowy
31.0;55;11.0;2;Winter;Cloudy
34.0;68;7.0;3;Spring;Cloudy
-2.0;79;7.5;0;Winter;Snowy
11.0;66;12.5;1;Autumn;Snowy
-4.0;75;10.5;0;Winter;Snowy
0.0;89;6.5;6;Winter;Snowy
32.0;51;4.0;3;Winter;Cloudy
12.0;86;17.5;3;Autumn;Rainy
-7.0;98;30.0;4;Winter;Snowy
-10.0;84;14.5;1;Winter;Snowy
36.0;78;13.0;5;Autumn;Snowy
25.0;75;9.0;2;Summer;Cloudy
95.0;96;1.0;7;Spring;Sunny
17.0;96;12.0;0;Spring;Rainy
33.0;22;6.5;10;Winter;Sunny
3.0;64;2.5;1;Winter;Snowy
-5.0;80;12.5;0;Winter;Snowy
22.0;28;2.0;5;Winter;Sunny
36.0;29;2.5;9;Winter;Sunny
29.0;30;5.0;5;Autumn;Sunny
65.0;107;12.5;4;Autumn;Sunny
28.0;64;16.5;3;Winter;Rainy
44.0;25;1.0;10;Summer;Sunny
-3.0;76;12.0;0;Winter;Snowy
14.0;53;10.0;1;Winter;Cloudy
13.0;75;0.5;1;Spring;Cloudy
21.0;94;13.5;3;Autumn;Rainy
17.0;76;14.0;3;Summer;Rainy
20.0;84;5.5;2;Autumn;Sunny
11.0;89;23.5;14;Summer;Cloudy
44.0;45;7.0;5;Spring;Sunny
19.0;53;6.5;2;Autumn;Cloudy
22.0;81;17.0;1;Winter;Rainy
-16.0;20;3.5;6;Summer;Sunny
3.0;96;3.0;1;Winter;Snowy
37.0;60;0.5;8;Winter;Sunny
0.0;65;0.5;1;Winter;Snowy
29.0;62;13.5;4;Summer;Cloudy
99.0;108;13.0;13;Spring;Sunny
26.0;27;5.5;7;Spring;Sunny
10.0;55;7.5;3;Autumn;Cloudy
30.0;96;7.5;0;Autumn;Rainy
40.0;38;10.0;6;Winter;Sunny
-2.0;74;0.5;2;Winter;Sunny
2.0;61;3.5;0;Winter;Snowy
-6.0;34;1.5;13;Autumn;Rainy
-6.0;81;42.0;8;Winter;Snowy
10.0;71;2.0;3;Winter;Cloudy
-3.0;66;10.0;0;Winter;Snowy
27.0;79;3.5;1;Winter;Cloudy
11.0;67;8.5;2;Summer;Rainy
27.0;25;9.0;11;Spring;Sunny
17.0;72;6.0;3;Spring;Cloudy
10.0;60;11.5;3;Winter;Cloudy
18.0;50;3.5;3;Summer;Cloudy
27.0;83;10.5;1;Spring;Rainy
-5.0;65;14.0;1;Winter;Snowy
4.0;83;8.0;1;Winter;Snowy
31.0;71;11.5;2;Winter;Rainy
49.0;34;3.0;9;Autumn;Sunny
24.0;93;6.0;0;Winter;Rainy
-7.0;88;12.5;1;Winter;Snowy
19.0;70;10.0;1;Winter;Cloudy
28.0;77;4.5;14;Autumn;Snowy
-5.0;36;9.0;3;Winter;Snowy
-4.0;90;30.0;3;Winter;Snowy
31.0;83;8.5;2;Spring;Rainy
-6.0;81;14.0;0;Winter;Snowy
30.0;43;9.0;11;Spring;Sunny
85.0;72;11.5;6;Spring;Sunny
33.0;72;9.0;3;Spring;Rainy
-4.0;68;17.5;1;Winter;Snowy
-8.0;76;5.5;1;Winter;Snowy
21.0;44;14.0;8;Summer;Snowy
11.0;68;7.0;3;Summer;Rainy
23.0;64;1.0;6;Autumn;Sunny
-8.0;71;10.0;0;Winter;Snowy
-8.0;66;4.0;0;Winter;Snowy
32.0;61;13.5;4;Summer;Cloudy
14.0;56;13.0;2;Winter;Cloudy
4.0;67;2.0;0;Winter;Snowy
-2.0;96;6.0;0;Winter;Snowy
-6.0;33;1.0;8;Winter;Snowy
28.0;33;9.5;8;Winter;Sunny
27.0;59;4.0;3;Summer;Cloudy
17.0;76;2.0;2;Spring;Cloudy
0.0;88;17.5;1;Winter;Snowy
-5.0;97;15.0;1;Winter;Snowy
33.0;79;4.5;1;Spring;Cloudy
10.0;72;11.5;3;Spring;Rainy
-9.0;97;10.0;1;Winter;Snowy
33.0;78;5.5;0;Summer;Rainy
-7.0;93;9.0;1;Winter;Snowy
-3.0;85;17.0;1;Winter;Snowy
-12.0;47;9.5;4;Summer;Sunny
11.0;64;7.5;0;Winter;Sunny
-4.0;82;2.0;0;Winter;Snowy
10.0;107;22.0;14;Autumn;Cloudy
2.0;99;8.0;14;Winter;Snowy
-7.0;78;22.5;4;Winter;Snowy
21.0;52;6.0;2;Spring;Cloudy
24.0;75;10.0;3;Spring;Rainy
39.0;96;8.5;7;Spring;Cloudy
-4.0;72;2.0;9;Summer;Rainy
36.0;40;6.5;9;Summer;Sunny
28.0;70;39.0;13;Spring;Rainy
28.0;79;13.0;4;Spring;Cloudy
29.0;20;6.5;7;Autumn;Sunny
18.0;77;12.0;4;Spring;Cloudy
21.0;60;9.0;2;Summer;Rainy
25.0;39;10.5;0;Spring;Cloudy
3.0;85;17.5;0;Winter;Snowy
27.0;61;18.5;0;Winter;Rainy
40.0;62;6.0;10;Winter;Sunny
18.0;86;7.0;3;Summer;Rainy
34.0;48;6.5;11;Summer;Sunny
19.0;97;9.0;3;Spring;Rainy
24.0;83;20.0;3;Winter;Rainy
24.0;23;9.0;7;Winter;Sunny
33.0;24;4.0;6;Autumn;Sunny
-2.0;82;11.5;1;Winter;Snowy
20.0;96;19.0;1;Spring;Rainy
31.0;67;19.5;1;Summer;Rainy
42.0;52;4.0;6;Winter;Sunny
-9.0;85;9.0;1;Winter;Snowy
52.0;75;22.5;13;Summer;Cloudy
14.0;75;27.5;2;Summer;Rainy
11.0;82;6.5;0;Spring;Rainy
44.0;36;0.0;12;Winter;Sunny
25.0;51;10.0;3;Spring;Cloudy
33.0;54;8.0;4;Autumn;Cloudy
10.0;76;6.5;3;Autumn;Cloudy
-5.0;67;4.0;1;Winter;Snowy
41.0;20;1.5;5;Winter;Sunny
66.0;81;10.0;11;Summer;Sunny
10.0;62;17.0;3;Summer;Rainy
22.0;69;1.0;2;Autumn;Cloudy
26.0;77;5.5;1;Winter;Cloudy
21.0;78;9.5;2;Summer;Rainy
30.0;89;10.5;2;Summer;Rainy
26.0;23;4.5;6;Summer;Sunny
37.0;66;9.5;8;Summer;Cloudy
-8.0;71;11.5;5;Spring;Snowy
24.0;73;7.0;0;Winter;Rainy
27.0;59;6.0;10;Autumn;Sunny
5.0;56;2.0;6;Autumn;Sunny
25.0;32;0.0;10;Winter;Sunny
37.0;57;3.5;5;Autumn;Sunny
32.0;60;6.0;3;Winter;Cloudy
22.0;59;6.5;1;Spring;Cloudy
18.0;67;13.5;4;Winter;Cloudy
3.0;63;17.0;1;Winter;Snowy
16.0;50;8.0;3;Spring;Cloudy
41.0;62;5.5;6;Spring;Sunny
4.0;98;15.5;1;Winter;Snowy
33.0;71;1.0;1;Autumn;Cloudy
35.0;57;4.0;11;Winter;Sunny
11.0;70;12.0;2;Spring;Cloudy
24.0;48;3.5;8;Spring;Sunny
-2.0;95;11.0;0;Winter;Snowy
37.0;63;3.5;7;Winter;Sunny
-9.0;76;7.0;1;Winter;Snowy
27.0;48;1.0;11;Summer;Sunny
1.0;67;2.5;0;Winter;Snowy
29.0;56;7.0;11;Spring;Sunny
37.0;26;10.0;6;Autumn;Sunny
40.0;32;3.0;7;Spring;Sunny
30.0;80;17.5;3;Winter;Rainy
21.0;87;9.0;1;Winter;Rainy
32.0;67;7.5;2;Winter;Cloudy
30.0;77;5.5;3;Autumn;Cloudy
48.0;67;10.0;9;Winter;Cloudy
4.0;81;9.5;1;Winter;Snowy
13.0;107;6.5;8;Summer;Cloudy
20.0;71;11.5;1;Spring;Rainy
31.0;61;7.0;9;Spring;Sunny
34.0;61;1.5;4;Summer;Cloudy
12.0;56;13.5;1;Spring;Cloudy
61.0;104;7.5;11;Autumn;Cloudy
15.0;54;12.0;3;Spring;Cloudy
22.0;69;8.0;0;Spring;Rainy
40.0;37;8.5;11;Spring;Sunny
29.0;39;12.0;13;Winter;Rainy
-5.0;92;10.0;1;Winter;Snowy
20.0;47;4.0;10;Winter;Sunny
43.0;41;9.5;9;Summer;Sunny
23.0;44;6.5;7;Winter;Sunny
10.0;60;14.5;2;Spring;Rainy
49.0;92;13.5;11;Spring;Rainy
61.0;93;21.5;13;Summer;Cloudy
44.0;49;10.0;10;Spring;Sunny
38.0;88;23.5;6;Winter;Cloudy
14.0;85;27.5;2;Winter;Rainy
20.0;72;8.0;3;Summer;Cloudy
34.0;63;20.0;1;Summer;Rainy
47.0;31;9.0;4;Summer;Cloudy
24.0;34;3.0;11;Summer;Sunny
25.0;21;1.5;5;Summer;Sunny
-9.0;49;1.5;8;Spring;Snowy
-1.0;91;2.0;1;Winter;Snowy
1.0;96;4.0;0;Winter;Snowy
24.0;47;3.0;7;Summer;Sunny
10.0;76;12.5;3;Autumn;Cloudy
32.0;64;6.0;0;Autumn;Rainy
24.0;69;1.5;9;Spring;Sunny
-3.0;105;28.5;7;Winter;Snowy
32.0;72;22.5;9;Winter;Cloudy
17.0;28;11.0;7;Summer;Sunny
0.0;79;5.0;1;Winter;Snowy
24.0;62;6.5;2;Winter;Rainy
-4.0;93;0.5;0;Winter;Snowy
2.0;99;18.0;0;Winter;Snowy
32.0;75;11.5;2;Autumn;Rainy
18.0;77;5.5;8;Spring;Rainy
22.0;63;3.5;5;Winter;Sunny
-10.0;65;4.0;1;Winter;Snowy
41.0;22;2.0;7;Spring;Sunny
17.0;63;12.5;1;Winter;Cloudy
-13.0;48;7.5;6;Summer;Snowy
14.0;67;2.0;3;Autumn;Cloudy
36.0;72;8.0;7;Autumn;Rainy
25.0;85;9.0;3;Autumn;Rainy
24.0;51;7.0;3;Summer;Cloudy
26.0;62;5.5;3;Autumn;Rainy
-11.0;81;35.5;8;Winter;Snowy
0.0;92;4.5;0;Winter;Snowy
30.0;43;6.5;7;Spring;Sunny
-9.0;95;14.5;0;Winter;Snowy
-7.0;84;13.0;1;Winter;Snowy
11.0;62;9.5;3;Spring;Cloudy
21.0;69;7.5;1;Autumn;Cloudy
23.0;47;7.0;6;Spring;Sunny
32.0;79;2.5;2;Spring;Cloudy
15.0;76;37.5;11;Autumn;Rainy
34.0;31;9.5;10;Spring;Sunny
-2.0;84;0.5;0;Winter;Snowy
30.0;59;3.0;3;Winter;Cloudy
31.0;83;9.5;12;Summer;Cloudy
34.0;29;2.5;7;Winter;Sunny
31.0;69;5.5;3;Winter;Rainy
4.0;55;4.5;0;Spring;Snowy
31.0;94;25.0;10;Winter;Cloudy
2.0;67;13.0;1;Winter;Snowy
-2.0;27;8.0;13;Winter;Sunny
4.0;58;14.5;7;Autumn;Rainy
19.0;73;3.0;8;Spring;Cloudy
24.0;61;1.0;1;Summer;Cloudy
32.0;70;17.0;0;Spring;Rainy
44.0;105;15.5;6;Spring;Sunny
21.0;66;0.5;13;Summer;Sunny
17.0;108;16.0;8;Spring;Sunny
43.0;30;4.0;9;Spring;Sunny
36.0;54;6.0;5;Spring;Sunny
-17.0;79;11.0;10;Autumn;Sunny
-2.0;72;9.5;1;Winter;Snowy
32.0;69;1.0;8;Autumn;Sunny
34.0;63;13.0;1;Winter;Rainy
-9.0;65;12.5;1;Winter;Snowy
33.0;88;8.5;1;Autumn;Rainy
18.0;79;5.0;4;Summer;Cloudy
66.0;88;30.5;6;Winter;Cloudy
24.0;77;0.5;9;Spring;Snowy
17.0;81;17.5;0;Spring;Rainy
-3.0;104;10.5;14;Winter;Snowy
15.0;86;12.0;2;Autumn;Rainy
-20.0;59;12.5;13;Spring;Cloudy
32.0;47;7.0;6;Summer;Sunny
23.0;78;13.5;2;Autumn;Cloudy
24.0;52;4.0;3;Spring;Cloudy
15.0;99;13.5;14;Spring;Cloudy
22.0;61;13.5;1;Spring;Cloudy
33.0;70;3.0;2;Autumn;Cloudy
15.0;106;7.0;10;Summer;Cloudy
10.0;61;7.0;0;Summer;Rainy
32.0;74;18.0;0;Summer;Rainy
-3.0;99;15.0;0;Winter;Snowy
33.0;85;7.0;1;Spring;Rainy
22.0;71;9.5;1;Summer;Rainy
47.0;51;5.0;13;Summer;Rainy
72.0;101;26.5;14;Summer;Cloudy
11.0;85;7.0;0;Spring;Rainy
30.0;58;4.0;9;Summer;Sunny
32.0;60;7.5;7;Summer;Sunny
21.0;66;0.0;10;Spring;Sunny
24.0;87;10.5;2;Winter;Rainy
21.0;52;8.0;4;Autumn;Cloudy
26.0;61;19.5;3;Winter;Rainy
25.0;99;15.5;0;Autumn;Rainy
31.0;67;8.0;0;Spring;Rainy
25.0;29;6.5;9;Spring;Sunny
35.0;86;21.0;10;Summer;Rainy
21.0;57;1.0;3;Summer;Cloudy
-6.0;67;14.5;0;Winter;Snowy
32.0;74;9.5;2;Autumn;Cloudy
28.0;75;2.0;3;Winter;Cloudy
20.0;86;14.0;1;Autumn;Rainy
28.0;100;5.0;0;Spring;Sunny
15.0;76;17.0;1;Spring;Rainy
22.0;89;6.5;2;Summer;Rainy
31.0;75;19.5;1;Spring;Rainy
23.0;43;6.5;11;Autumn;Sunny
22.0;39;3.0;9;Summer;Sunny
-1.0;98;13.0;0;Winter;Snowy
18.0;67;16.0;2;Winter;Rainy
-9.0;85;10.5;9;Winter;Snowy
36.0;85;15.0;8;Autumn;Rainy
-2.0;92;10.5;1;Winter;Snowy
18.0;78;12.0;3;Winter;Cloudy
21.0;40;8.5;5;Spring;Sunny
14.0;71;10.0;4;Spring;Cloudy
-10.0;72;9.5;0;Spring;Rainy
81.0;76;6.5;1;Summer;Sunny
52.0;71;5.5;0;Autumn;Sunny
19.0;82;2.0;5;Autumn;Cloudy
-6.0;78;13.0;1;Winter;Snowy
30.0;99;11.5;3;Spring;Rainy
13.0;62;12.0;3;Spring;Rainy
17.0;66;14.0;4;Spring;Cloudy
10.0;100;27.5;7;Autumn;Cloudy
15.0;63;13.0;3;Autumn;Cloudy
20.0;83;19.5;12;Winter;Cloudy
15.0;74;13.0;3;Winter;Rainy
11.0;65;0.5;2;Summer;Cloudy
11.0;65;6.0;1;Summer;Rainy
20.0;85;33.0;0;Summer;Rainy
-13.0;77;6.5;3;Winter;Snowy
-6.0;24;9.0;1;Autumn;Sunny
24.0;94;20.0;4;Winter;Rainy
37.0;58;5.0;9;Spring;Sunny
-8.0;66;17.5;0;Winter;Snowy
-1.0;44;10.5;1;Summer;Snowy
30.0;60;11.0;2;Winter;Cloudy
-9.0;59;0.5;4;Autumn;Sunny
31.0;70;6.0;1;Winter;Cloudy
20.0;60;3.0;6;Autumn;Sunny
-10.0;90;12.0;1;Winter;Snowy
25.0;49;7.5;10;Winter;Sunny
28.0;88;9.0;2;Summer;Rainy
1.0;74;6.5;14;Winter;Snowy
10.0;79;1.5;4;Autumn;Cloudy
-5.0;73;19.5;1;Winter;Snowy
-7.0;91;5.0;1;Winter;Snowy
4.0;70;1.0;1;Winter;Snowy
26.0;26;8.5;5;Summer;Sunny
36.0;37;5.5;7;Autumn;Sunny
27.0;54;4.5;2;Winter;Cloudy
41.0;25;5.5;7;Winter;Sunny
3.0;89;17.0;1;Winter;Snowy
33.0;44;1.5;7;Summer;Sunny
4.0;99;4.0;0;Winter;Snowy
-1.0;62;18.5;0;Winter;Snowy
25.0;72;13.0;3;Summer;Cloudy
12.0;50;3.5;1;Spring;Cloudy
26.0;60;1.0;11;Summer;Sunny
-10.0;83;7.0;1;Winter;Snowy
33.0;68;2.5;2;Spring;Cloudy
28.0;64;0.5;1;Spring;Cloudy
20.0;69;7.0;1;Autumn;Rainy
21.0;34;8.0;11;Summer;Sunny
29.0;42;0.0;7;Spring;Sunny
27.0;55;10.0;6;Winter;Sunny
34.0;69;9.5;1;Autumn;Cloudy
32.0;25;1.5;6;Summer;Sunny
13.0;51;7.0;3;Summer;Cloudy
10.0;62;12.0;4;Summer;Cloudy
30.0;34;8.5;8;Winter;Sunny
-10.0;74;0.0;12;Summer;Rainy
31.0;69;2.5;4;Winter;Cloudy
71.0;103;3.0;0;Winter;Cloudy
-5.0;100;24.0;0;Winter;Snowy
0.0;82;17.5;0;Winter;Snowy
36.0;48;1.0;6;Winter;Sunny
21.0;97;16.5;3;Winter;Rainy
23.0;58;7.0;9;Summer;Sunny
-17.0;81;14.0;7;Winter;Snowy
-9.0;88;13.0;1;Winter;Snowy
31.0;51;9.5;3;Summer;Cloudy
21.0;97;5.5;2;Summer;Rainy
40.0;22;7.5;10;Summer;Sunny
10.0;73;13.5;2;Autumn;Cloudy
15.0;43;12.5;4;Summer;Sunny
-10.0;88;16.0;0;Winter;Snowy
4.0;93;6.0;3;Winter;Snowy
36.0;24;4.0;9;Winter;Sunny
60.0;97;8.5;14;Spring;Sunny
38.0;85;9.5;0;Spring;Sunny
14.0;97;18.5;3;Winter;Rainy
-3.0;60;8.0;1;Winter;Snowy
15.0;51;13.0;2;Summer;Cloudy
31.0;57;0.5;1;Autumn;Cloudy
20.0;29;2.5;11;Winter;Sunny
11.0;73;5.5;2;Winter;Rainy
21.0;94;8.5;0;Winter;Rainy
10.0;92;5.5;9;Autumn;Cloudy
25.0;95;14.5;0;Winter;Rainy
24.0;22;7.0;8;Autumn;Sunny
3.0;87;33.0;12;Winter;Snowy
-10.0;35;10.5;12;Summer;Snowy
-9.0;81;10.5;0;Winter;Snowy
25.0;53;0.5;1;Summer;Cloudy
-4.0;70;2.5;0;Winter;Snowy
26.0;82;14.5;8;Winter;Rainy
44.0;56;6.0;5;Autumn;Sunny
12.0;69;6.0;2;Autumn;Rainy
4.0;78;9.0;0;Winter;Snowy
-10.0;72;4.5;11;Summer;Rainy
-14.0;49;8.5;13;Winter;Snowy
22.0;98;16.5;0;Autumn;Rainy
2.0;93;3.0;1;Winter;Snowy
-10.0;73;0.5;0;Winter;Snowy
32.0;47;8.0;9;Winter;Sunny
29.0;47;3.0;9;Winter;Sunny
0.0;78;12.0;1;Winter;Snowy
29.0;43;8.0;10;Summer;Sunny
28.0;76;7.0;3;Autumn;Rainy
44.0;65;6.5;8;Autumn;Sunny
23.0;64;8.0;5;Summer;Sunny
0.0;87;27.5;5;Winter;Snowy
-10.0;89;19.5;0;Winter;Snowy
11.0;55;7.5;4;Winter;Cloudy
33.0;99;12.0;12;Spring;Sunny
27.0;37;5.0;10;Autumn;Sunny
17.0;91;28.5;6;Autumn;Rainy
1.0;83;17.5;1;Winter;Snowy
18.0;65;8.0;11;Winter;Snowy
30.0;79;5.0;2;Summer;Rainy
29.0;65;8.5;0;Summer;Rainy
22.0;50;7.0;6;Autumn;Sunny
21.0;78;13.5;1;Summer;Cloudy
-16.0;86;12.5;12;Winter;Snowy
22.0;75;25.0;3;Winter;Rainy
23.0;52;1.0;1;Spring;Cloudy
53.0;79;8.0;0;Winter;Sunny
16.0;51;12.5;1;Autumn;Cloudy
28.0;53;15.0;3;Autumn;Cloudy
25.0;63;10.5;2;Summer;Cloudy
34.0;78;9.5;1;Winter;Cloudy
18.0;94;15.5;2;Autumn;Rainy
29.0;80;5.0;1;Winter;Rainy
12.0;75;19.5;1;Autumn;Rainy
-7.0;66;9.5;0;Winter;Snowy
-9.0;79;3.5;1;Winter;Snowy
23.0;54;15.0;1;Spring;Cloudy
20.0;79;3.5;3;Winter;Cloudy
27.0;65;10.5;1;Spring;Rainy
44.0;47;6.5;10;Summer;Sunny
109.0;89;3.0;13;Spring;Sunny
22.0;76;0.0;1;Summer;Cloudy
-4.0;63;14.5;1;Winter;Snowy
34.0;95;15.5;11;Spring;Sunny
-9.0;88;17.0;1;Winter;Snowy
-2.0;65;8.0;1;Winter;Snowy
25.0;97;14.5;5;Winter;Sunny
-8.0;87;13.5;1;Winter;Snowy
33.0;65;13.5;2;Autumn;Rainy
-4.0;92;14.5;1;Winter;Snowy
82.0;86;3.0;1;Spring;Sunny
24.0;74;12.0;3;Spring;Cloudy
18.0;94;2.5;11;Summer;Cloudy
29.0;62;10.5;2;Summer;Rainy
2.0;82;9.5;1;Winter;Snowy
37.0;39;2.5;5;Winter;Sunny
41.0;47;8.5;8;Spring;Sunny
23.0;79;7.5;1;Autumn;Rainy
-6.0;89;9.5;0;Winter;Snowy
20.0;46;9.5;7;Spring;Sunny
18.0;93;19.5;0;Autumn;Rainy
28.0;44;5.0;7;Winter;Sunny
34.0;89;19.5;0;Summer;Rainy
-9.0;67;8.0;0;Winter;Snowy
42.0;65;6.5;6;Spring;Sunny
3.0;107;3.0;12;Winter;Snowy
17.0;55;2.5;3;Summer;Cloudy
13.0;78;17.5;2;Spring;Rainy
23.0;31;8.5;2;Spring;Rainy
65.0;81;7.5;11;Winter;Sunny
19.0;73;12.0;4;Spring;Cloudy
14.0;82;19.0;0;Autumn;Rainy
12.0;30;14.0;9;Summer;Sunny
21.0;96;9.0;8;Spring;Cloudy
43.0;43;7.5;5;Summer;Sunny
11.0;50;14.0;4;Summer;Cloudy
-2.0;98;33.5;4;Winter;Snowy
-9.0;96;2.0;1;Winter;Snowy
30.0;62;5.5;11;Summer;Sunny
26.0;81;1.5;4;Spring;Cloudy
22.0;51;8.0;3;Autumn;Cloudy
42.0;28;8.0;9;Spring;Sunny
32.0;94;16.0;0;Autumn;Rainy
34.0;21;6.5;7;Autumn;Sunny
29.0;80;6.5;2;Autumn;Rainy
42.0;35;8.5;11;Autumn;Sunny
31.0;94;15.0;0;Autumn;Rainy
52.0;71;14.5;11;Autumn;Cloudy
4.0;72;6.0;0;Winter;Snowy
42.0;24;3.0;6;Summer;Sunny
44.0;68;2.5;5;Autumn;Sunny
-4.0;90;10.5;1;Winter;Snowy
19.0;64;5.5;2;Autumn;Cloudy
2.0;98;13.5;1;Winter;Snowy
30.0;53;5.5;9;Summer;Sunny
24.0;59;10.0;1;Winter;Cloudy
-10.0;88;9.5;0;Winter;Snowy
29.0;56;6.5;7;Summer;Sunny
20.0;64;5.0;1;Winter;Rainy
29.0;65;1.0;5;Summer;Sunny
17.0;70;8.5;2;Winter;Rainy
10.0;64;14.0;1;Spring;Cloudy
26.0;77;15.5;3;Spring;Rainy
29.0;91;13.5;1;Autumn;Rainy
33.0;67;2.5;6;Autumn;Sunny
-2.0;90;16.0;0;Winter;Snowy
26.0;99;19.5;3;Summer;Rainy
15.0;61;7.0;2;Winter;Cloudy
57.0;82;21.0;12;Spring;Cloudy
13.0;62;14.0;1;Autumn;Cloudy
33.0;42;4.0;5;Spring;Sunny
1.0;74;2.5;0;Winter;Snowy
25.0;50;2.5;10;Autumn;Sunny
15.0;62;12.0;4;Autumn;Cloudy
31.0;60;8.5;2;Summer;Cloudy
15.0;88;15.0;3;Summer;Rainy
26.0;40;9.0;9;Winter;Sunny
43.0;33;9.0;10;Winter;Cloudy
42.0;30;4.5;10;Summer;Sunny
-5.0;61;8.5;0;Winter;Snowy
28.0;72;10.0;4;Winter;Cloudy
-8.0;96;15.5;0;Winter;Snowy
3.0;82;1.5;0;Winter;Snowy
3.0;81;7.0;1;Winter;Snowy
-5.0;68;9.5;0;Winter;Snowy
-9.0;91;4.0;1;Winter;Snowy
31.0;69;6.0;7;Autumn;Sunny
77.0;73;15.5;4;Autumn;Sunny
25.0;48;6.5;6;Winter;Sunny
102.0;99;2.0;0;Winter;Sunny
25.0;61;7.0;2;Autumn;Cloudy
72.0;88;12.0;13;Winter;Sunny
5.0;84;5.5;0;Winter;Snowy
16.0;67;7.0;2;Summer;Cloudy
32.0;97;19.0;1;Summer;Rainy
31.0;95;16.0;1;Spring;Rainy
31.0;22;8.0;11;Winter;Sunny
2.0;65;1.5;1;Winter;Snowy
-7.0;87;1.0;1;Winter;Snowy
33.0;40;8.5;10;Spring;Sunny
20.0;57;11.5;1;Spring;Cloudy
4.0;62;4.5;2;Spring;Rainy
20.0;40;10.0;9;Spring;Sunny
-9.0;69;1.5;1;Winter;Snowy
26.0;74;14.5;1;Summer;Cloudy
-17.0;97;3.0;1;Winter;Snowy
30.0;32;3.0;11;Winter;Sunny
28.0;73;10.5;2;Spring;Cloudy
-9.0;69;3.0;0;Winter;Snowy
31.0;71;17.0;1;Autumn;Rainy
22.0;61;10.5;3;Summer;Cloudy
12.0;82;9.5;3;Autumn;Rainy
24.0;71;15.0;1;Summer;Rainy
39.0;28;9.5;9;Winter;Sunny
22.0;62;13.5;2;Autumn;Rainy
17.0;60;9.5;0;Winter;Rainy
14.0;76;28.5;6;Autumn;Cloudy
22.0;69;11.5;4;Summer;Cloudy
67.0;90;21.0;12;Summer;Sunny
25.0;68;4.0;2;Spring;Cloudy
12.0;70;2.5;2;Autumn;Cloudy
11.0;78;2.0;2;Spring;Cloudy
28.0;67;10.0;2;Autumn;Cloudy
-8.0;85;15.0;1;Winter;Snowy
27.0;62;8.0;2;Winter;Cloudy
31.0;56;10.5;4;Spring;Cloudy
13.0;84;23.5;13;Summer;Cloudy
38.0;33;4.5;10;Spring;Sunny
